factsheet,topic,attribute,subattribute,#,value
SSP,publications,reference,ris,11,"TY  - JOUR
AB  - In the future, the land system will be facing new intersecting challenges. While food demand, especially for resource-intensive livestock based commodities, is expected to increase, the terrestrial system has large potentials for climate change mitigation through improved agricultural management, providing biomass for bioenergy, and conserving or even enhancing carbon stocks of ecosystems. However, uncertainties in future socio-economic land use drivers may result in very different land-use dynamics and consequences for land-based ecosystem services. This is the first study with a systematic interpretation of the Shared Socio-Economic Pathways (SSPs) in terms of possible land-use changes and their consequences for the agricultural system, food provision and prices as well as greenhouse gas emissions. Therefore, five alternative Integrated Assessment Models with distinctive land-use modules have been used for the translation of the SSP narratives into quantitative projections. The model results reflect the general storylines of the SSPs and indicate a broad range of potential land-use futures with global agricultural land of 4900 mio ha in 2005 decreasing by 743 mio ha until 2100 at the lower (SSP1) and increasing by 1080 mio ha (SSP3) at the upper end. Greenhouse gas emissions from land use and land use change, as a direct outcome of these diverse land-use dynamics, and agricultural production systems differ strongly across SSPs (e.g. cumulative land use change emissions between 2005 and 2100 range from −54 to 402 Gt CO2). The inclusion of land-based mitigation efforts, particularly those in the most ambitious mitigation scenarios, further broadens the range of potential land futures and can strongly affect greenhouse gas dynamics and food prices. In general, it can be concluded that low demand for agricultural commodities, rapid growth in agricultural productivity and globalized trade, all most pronounced in a SSP1 world, have the potential to enhance the extent of natural ecosystems, lead to lowest greenhouse gas emissions from the land system and decrease food prices over time. The SSP-based land use pathways presented in this paper aim at supporting future climate research and provide the basis for further regional integrated assessments, biodiversity research and climate impact analysis. © 2016 The Authors
AU  - Popp, A.
AU  - Calvin, K.
AU  - Fujimori, S.
AU  - Havlik, P.
AU  - Humpenöder, F.
AU  - Stehfest, E.
AU  - Bodirsky, B. L.
AU  - Dietrich, J. P.
AU  - Doelmann, J. C.
AU  - Gusti, M.
AU  - Hasegawa, T.
AU  - Kyle, P.
AU  - Obersteiner, M.
AU  - Tabeau, A.
AU  - Takahashi, K.
AU  - Valin, H.
AU  - Waldhoff, S.
AU  - Weindl, I.
AU  - Wise, M.
AU  - Kriegler, E.
AU  - Lotze-Campen, H.
AU  - Fricko, O.
AU  - Riahi, K.
AU  - Vuuren, D. P. V.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2016.10.002
KW  - Emissions
Food prices
Integrated assessment
Land use
Mitigation
Scenarios
SSP
agricultural land
agricultural management
agricultural production
assessment method
climate change
climate effect
demand analysis
ecosystem service
emission
greenhouse gas
integrated approach
land use change
land use planning
price dynamics
scenario analysis
socioeconomic indicator
M3  - Article
N1  - Cited By :73
Export Date: 27 September 2018
PY  - 2017
SP  - 331-345
ST  - Land-use futures in the shared socio-economic pathways
T2  - Global Environmental Change
TI  - Land-use futures in the shared socio-economic pathways
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-85005978326&doi=10.1016%2fj.gloenvcha.2016.10.002&partnerID=40&md5=6389f7f9cbfd2b8bc93fe9ebb73c0757
VL  - 42
ID  - 14
ER  - 

"
SSP,publications,reference,citation,12,van Vuuren et al. (2017)
SSP,publications,reference,type,12,journal article
SSP,publications,reference,doi,12,10.1016/j.gloenvcha.2016.05.008
SSP,publications,reference,full,12,"VAN VUUREN, D. P., STEHFEST, E., GERNAAT, D. E. H. J., DOELMAN, J. C., VAN DEN BERG, M., HARMSEN, M., DE BOER, H. S., BOUWMAN, L. F., DAIOGLOU, V., EDELENBOSCH, O. Y., GIROD, B., KRAM, T., LASSALETTA, L., LUCAS, P. L., VAN MEIJL, H., MÜLLER, C., VAN RUIJVEN, B. J., VAN DER SLUIS, S. & TABEAU, A. 2017. Energy, land-use and greenhouse gas emissions trajectories under a green growth paradigm. Global Environmental Change, 42, 237-250."
SSP,publications,reference,ris,12,"TY  - JOUR
AB  - This paper describes the possible developments in global energy use and production, land use, emissions and climate changes following the SSP1 storyline, a development consistent with the green growth (or sustainable development) paradigm (a more inclusive development respecting environmental boundaries). The results are based on the implementation using the IMAGE 3.0 integrated assessment model and are compared with a) other IMAGE implementations of the SSPs (SSP2 and SSP3) and b) the SSP1 implementation of other integrated assessment models. The results show that a combination of resource efficiency, preferences for sustainable production methods and investment in human development could lead to a strong transition towards a more renewable energy supply, less land use and lower anthropogenic greenhouse gas emissions in 2100 than in 2010, even in the absence of explicit climate policies. At the same time, climate policy would still be needed to reduce emissions further, in order to reduce the projected increase of global mean temperature from 3 °C (SSP1 reference scenario) to 2 or 1.5 °C (in line with current policy targets). The SSP1 storyline could be a basis for further discussions on how climate policy can be combined with achieving other societal goals. © 2017 The Authors
AU  - van Vuuren, D. P.
AU  - Stehfest, E.
AU  - Gernaat, D. E. H. J.
AU  - Doelman, J. C.
AU  - van den Berg, M.
AU  - Harmsen, M.
AU  - de Boer, H. S.
AU  - Bouwman, L. F.
AU  - Daioglou, V.
AU  - Edelenbosch, O. Y.
AU  - Girod, B.
AU  - Kram, T.
AU  - Lassaletta, L.
AU  - Lucas, P. L.
AU  - van Meijl, H.
AU  - Müller, C.
AU  - van Ruijven, B. J.
AU  - van der Sluis, S.
AU  - Tabeau, A.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2016.05.008
KW  - Climate change research
Integrated assessment
Scenarios
Shared Socio-economic Pathways (SSPs)
Sustainable development
anthropogenic effect
climate change
emission
emission control
energy resource
energy use
environmental assessment
environmental economics
environmental policy
greenhouse gas
integrated approach
land use
paradigm shift
renewable resource
scenario analysis
M3  - Article
N1  - Cited By :63
Export Date: 27 September 2018
PY  - 2017
SP  - 237-250
ST  - Energy, land-use and greenhouse gas emissions trajectories under a green growth paradigm
T2  - Global Environmental Change
TI  - Energy, land-use and greenhouse gas emissions trajectories under a green growth paradigm
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977513357&doi=10.1016%2fj.gloenvcha.2016.05.008&partnerID=40&md5=4198eb5eb8b6a0fa061ba61fcaca3908
VL  - 42
ID  - 16
ER  - 

"
SSP,publications,reference,citation,13,Fricko et al. (2017)
SSP,publications,reference,type,13,journal article
SSP,publications,reference,doi,13,10.1016/j.gloenvcha.2016.06.009
SSP,publications,reference,full,13,"FRICKO, O., HAVLIK, P., ROGELJ, J., KLIMONT, Z., GUSTI, M., JOHNSON, N., KOLP, P., STRUBEGGER, M., VALIN, H., AMANN, M., ERMOLIEVA, T., FORSELL, N., HERRERO, M., HEYES, C., KINDERMANN, G., KREY, V., MCCOLLUM, D. L., OBERSTEINER, M., PACHAURI, S., RAO, S., SCHMID, E., SCHOEPP, W. & RIAHI, K. 2017. The marker quantification of the Shared Socioeconomic Pathway 2: A middle-of-the-road scenario for the 21st century. Global Environmental Change, 42, 251-267."
SSP,publications,reference,ris,13,"TY  - JOUR
AB  - Studies of global environmental change make extensive use of scenarios to explore how the future can evolve under a consistent set of assumptions. The recently developed Shared Socioeconomic Pathways (SSPs) create a framework for the study of climate-related scenario outcomes. Their five narratives span a wide range of worlds that vary in their challenges for climate change mitigation and adaptation. Here we provide background on the quantification that has been selected to serve as the reference, or ‘marker’, implementation for SSP2. The SSP2 narrative describes a middle-of-the-road development in the mitigation and adaptation challenges space. We explain how the narrative has been translated into quantitative assumptions in the IIASA Integrated Assessment Modelling Framework. We show that our SSP2 marker implementation occupies a central position for key metrics along the mitigation and adaptation challenge dimensions. For many dimensions the SSP2 marker implementation also reflects an extension of the historical experience, particularly in terms of carbon and energy intensity improvements in its baseline. This leads to a steady emissions increase over the 21st century, with projected end-of-century warming nearing 4 °C relative to preindustrial levels. On the other hand, SSP2 also shows that global-mean temperature increase can be limited to below 2 °C, pending stringent climate policies throughout the world. The added value of the SSP2 marker implementation for the wider scientific community is that it can serve as a starting point to further explore integrated solutions for achieving multiple societal objectives in light of the climate adaptation and mitigation challenges that society could face over the 21st century. © 2016 The Authors
AU  - Fricko, O.
AU  - Havlik, P.
AU  - Rogelj, J.
AU  - Klimont, Z.
AU  - Gusti, M.
AU  - Johnson, N.
AU  - Kolp, P.
AU  - Strubegger, M.
AU  - Valin, H.
AU  - Amann, M.
AU  - Ermolieva, T.
AU  - Forsell, N.
AU  - Herrero, M.
AU  - Heyes, C.
AU  - Kindermann, G.
AU  - Krey, V.
AU  - McCollum, D. L.
AU  - Obersteiner, M.
AU  - Pachauri, S.
AU  - Rao, S.
AU  - Schmid, E.
AU  - Schoepp, W.
AU  - Riahi, K.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2016.06.004
KW  - Adaptation
Climate change
Greenhouse gas emissions
Integrated assessment modeling
Mitigation
Shared socioeconomic pathways
SSP
assessment method
emission
environmental planning
environmental policy
greenhouse gas
integrated approach
numerical model
policy implementation
scenario analysis
twenty first century
M3  - Article
N1  - Cited By :53
Export Date: 27 September 2018
PY  - 2017
SP  - 251-267
ST  - The marker quantification of the Shared Socioeconomic Pathway 2: A middle-of-the-road scenario for the 21st century
T2  - Global Environmental Change
TI  - The marker quantification of the Shared Socioeconomic Pathway 2: A middle-of-the-road scenario for the 21st century
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979705726&doi=10.1016%2fj.gloenvcha.2016.06.004&partnerID=40&md5=58ff522949430810e816e2b9369329fb
VL  - 42
ID  - 17
ER  - 

"
SSP,publications,reference,citation,14,Fujimori et al. (2017)
SSP,publications,reference,type,14,journal article
SSP,publications,reference,doi,14,10.1016/j.gloenvcha.2016.06.009
SSP,publications,reference,full,14,"FUJIMORI, S., HASEGAWA, T., MASUI, T., TAKAHASHI, K., HERRAN, D. S., DAI, H., HIJIOKA, Y. & KAINUMA, M. 2017. SSP3: AIM implementation of Shared Socioeconomic Pathways. Global Environmental Change, 42, 268-283."
SSP,publications,reference,ris,14,"TY  - JOUR
AB  - This study quantifies the Shared Socioeconomic Pathways (SSPs) using AIM/CGE (Asia-Pacific Integrated Assessment/Computable General Equilibrium). SSP3 (regional rivalry) forms the main focus of the study, which is supposed to face high challenges both in mitigation and adaptation. The AIM model has been selected as the model to quantify the SSP3 marker scenario, a representative case illustrating a particular narrative. Multiple parameter assumptions in AIM/CGE were differentiated across the SSPs for quantification. We confirm that SSP3 quantitative scenarios outcomes are consistent with its narrative. Moreover, four key features of SSP3 are observed. First, as SSP3 was originally designed to contain a high level of challenges to mitigation, mitigation costs in SSP3 were relatively high. This results from the combination of high greenhouse gas emissions in the baseline (no climate mitigation policy) scenario and low mitigative capacity. Second, the climate forcing level in 2100 for the baseline scenarios of SSP3 was similar to that of SSP2, whereas CO2 emissions in SSP3 are higher than those in SSP2. This is mainly due to high aerosol emissions in SSP3. A third feature was the high air pollutant emissions associated with weak implementation of air quality legislation and a high level of coal dependency. Fourth, forest area steadily decreases with a large expansion of cropland and pasture land. These characteristics indicate at least four potential uses for SSP3. First, SSP3 is useful for both IAM and impact, adaptation, vulnerability (IAV) analyses to present the worst-case scenario. Second, by comparing SSP2 and SSP3, IAV analyses can clarify the influences of socioeconomic elements under similar climatic conditions. Third, the high air pollutant emissions would be of interest to atmospheric chemistry climate modelers. Finally, in addition to climate change studies, many other environmental studies could benefit from the meaningful insights available from the large-scale land use change resulting in SSP3. © 2016 The Authors
AU  - Fujimori, S.
AU  - Hasegawa, T.
AU  - Masui, T.
AU  - Takahashi, K.
AU  - Herran, D. S.
AU  - Dai, H.
AU  - Hijioka, Y.
AU  - Kainuma, M.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2016.06.009
KW  - AIM
Climate mitigation
Computable general equilibrium model
Integrated assessment model
Socioeconomic scenarios
SSPs
aerosol
agricultural land
air quality
atmospheric chemistry
atmospheric pollution
carbon emission
climate change
climate conditions
climate modeling
computable general equilibrium analysis
environmental planning
greenhouse gas
land use change
numerical model
scenario analysis
socioeconomic status
M3  - Article
N1  - Cited By :51
Export Date: 27 September 2018
PY  - 2017
SP  - 268-283
ST  - SSP3: AIM implementation of Shared Socioeconomic Pathways
T2  - Global Environmental Change
TI  - SSP3: AIM implementation of Shared Socioeconomic Pathways
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004130326&doi=10.1016%2fj.gloenvcha.2016.06.009&partnerID=40&md5=95f20e207375ce8027661002b80f1d6d
VL  - 42
ID  - 19
ER  - 

"
SSP,publications,reference,citation,15,Calvin et al. (2017)
SSP,publications,reference,type,15,journal article
SSP,publications,reference,doi,15,10.1016/j.gloenvcha.2016.05.015
SSP,publications,reference,full,15,"CALVIN, K., BOND-LAMBERTY, B., CLARKE, L., EDMONDS, J., EOM, J., HARTIN, C., KIM, S., KYLE, P., LINK, R., MOSS, R., MCJEON, H., PATEL, P., SMITH, S., WALDHOFF, S. & WISE, M. 2017. The SSP4: A world of deepening inequality. Global Environmental Change, 42, 284-296."
SSP,publications,reference,ris,15,"TY  - JOUR
AB  - Five new scenarios, or Shared Socioeconomic Pathways (SSPs), have been developed, spanning a range of challenges to mitigation and challenges to adaptation. The Shared Socioeconomic Pathway 4 (SSP4), “Inequality” or “A Road Divided,” is one of these scenarios, characterized by low challenges to mitigation and high challenges to adaptation. We describe, in quantitative terms, the SSP4 as implemented by the Global Change Assessment Model (GCAM), the marker model for this scenario. We use demographic and economic assumptions, in combination with technology and non-climate policy assumptions to develop a quantitative representation of energy, land-use and land-cover, and emissions consistent with the SSP4 narrative. The scenario is one with stark differences within and across regions. High-income regions prosper, continuing to increase their demand for energy and food. Electrification increases in these regions, with the increased generation being met by nuclear and renewables. Low-income regions, however, stagnate due to limited economic growth. Growth in total consumption is dominated by increases in population, not increases in per capita consumption. Due to failures in energy access policies, these regions continue to depend on traditional biofuels, leading to high pollutant emissions. Declining dependence on fossil fuels in all regions means that total radiative forcing absent the inclusion of mitigation or impacts only reaches 6.4 W m−2 in 2100, making this a world with relatively low challenges to mitigation. We explore the effects of mitigation effort on the SSP4 world, finding that the imposition of a carbon price has a varied effect across regions. In particular, the SSP4 mitigation scenarios are characterized by afforestation in the high-income regions and deforestation in the low-income regions. Furthermore, we find that the SSP4 is a world with low challenges to mitigation, but only to a point due to incomplete mitigation of land-related emissions. © 2016 Elsevier Ltd
AU  - Calvin, K.
AU  - Bond-Lamberty, B.
AU  - Clarke, L.
AU  - Edmonds, J.
AU  - Eom, J.
AU  - Hartin, C.
AU  - Kim, S.
AU  - Kyle, P.
AU  - Link, R.
AU  - Moss, R.
AU  - McJeon, H.
AU  - Patel, P.
AU  - Smith, S.
AU  - Waldhoff, S.
AU  - Wise, M.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2016.06.010
KW  - afforestation
biofuel
deforestation
demand analysis
demography
economic growth
electrification
energy policy
environmental economics
fossil fuel
land cover
land use
low income population
numerical model
scenario analysis
M3  - Article
N1  - Cited By :35
Export Date: 27 September 2018
PY  - 2017
SP  - 284-296
ST  - The SSP4: A world of deepening inequality
T2  - Global Environmental Change
TI  - The SSP4: A world of deepening inequality
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979681457&doi=10.1016%2fj.gloenvcha.2016.06.010&partnerID=40&md5=953ac8d7b968776a4687f05c3b1ac3e1
VL  - 42
ID  - 18
ER  - 

"
SSP,publications,reference,citation,16,Kriegler et al. (2017)
SSP,publications,reference,type,16,journal article
SSP,publications,reference,doi,16,10.1016/j.gloenvcha.2016.05.015
SSP,publications,reference,full,16,"KRIEGLER, E., BAUER, N., POPP, A., HUMPENÖDER, F., LEIMBACH, M., STREFLER, J., BAUMSTARK, L., BODIRSKY, B. L., HILAIRE, J., KLEIN, D., MOURATIADOU, I., WEINDL, I., BERTRAM, C., DIETRICH, J. P., LUDERER, G., PEHL, M., PIETZCKER, R., PIONTEK, F., LOTZE-CAMPEN, H., BIEWALD, A., BONSCH, M., GIANNOUSAKIS, A., KREIDENWEIS, U., MÜLLER, C., ROLINSKI, S., SCHULTES, A., SCHWANITZ, J., STEVANOVIC, M., CALVIN, K., EMMERLING, J., FUJIMORI, S. & EDENHOFER, O. 2017. Fossil-fueled development (SSP5): An energy and resource intensive scenario for the 21st century. Global Environmental Change, 42, 297-315."
SSP,publications,reference,ris,16,"TY  - JOUR
AB  - This paper presents a set of energy and resource intensive scenarios based on the concept of Shared Socio-Economic Pathways (SSPs). The scenario family is characterized by rapid and fossil-fueled development with high socio-economic challenges to mitigation and low socio-economic challenges to adaptation (SSP5). A special focus is placed on the SSP5 marker scenario developed by the REMIND-MAgPIE integrated assessment modeling framework. The SSP5 baseline scenarios exhibit very high levels of fossil fuel use, up to a doubling of global food demand, and up to a tripling of energy demand and greenhouse gas emissions over the course of the century, marking the upper end of the scenario literature in several dimensions. These scenarios are currently the only SSP scenarios that result in a radiative forcing pathway as high as the highest Representative Concentration Pathway (RCP8.5). This paper further investigates the direct impact of mitigation policies on the SSP5 energy, land and emissions dynamics confirming high socio-economic challenges to mitigation in SSP5. Nonetheless, mitigation policies reaching climate forcing levels as low as in the lowest Representative Concentration Pathway (RCP2.6) are accessible in SSP5. The SSP5 scenarios presented in this paper aim to provide useful reference points for future climate change, climate impact, adaption and mitigation analysis, and broader questions of sustainable development. © 2016 The Authors
AU  - Kriegler, E.
AU  - Bauer, N.
AU  - Popp, A.
AU  - Humpenöder, F.
AU  - Leimbach, M.
AU  - Strefler, J.
AU  - Baumstark, L.
AU  - Bodirsky, B. L.
AU  - Hilaire, J.
AU  - Klein, D.
AU  - Mouratiadou, I.
AU  - Weindl, I.
AU  - Bertram, C.
AU  - Dietrich, J. P.
AU  - Luderer, G.
AU  - Pehl, M.
AU  - Pietzcker, R.
AU  - Piontek, F.
AU  - Lotze-Campen, H.
AU  - Biewald, A.
AU  - Bonsch, M.
AU  - Giannousakis, A.
AU  - Kreidenweis, U.
AU  - Müller, C.
AU  - Rolinski, S.
AU  - Schultes, A.
AU  - Schwanitz, J.
AU  - Stevanovic, M.
AU  - Calvin, K.
AU  - Emmerling, J.
AU  - Fujimori, S.
AU  - Edenhofer, O.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2016.05.015
KW  - Emission scenario
Energy transformation
Integrated assessment modeling
Land-use change
Shared Socio-economic Pathway
SSP5
adaptive management
climate forcing
emission inventory
energy resource
environmental assessment
environmental modeling
environmental policy
fossil fuel
global change
integrated approach
scenario analysis
socioeconomic impact
transformation
twenty first century
M3  - Article
N1  - Cited By :43
Export Date: 27 September 2018
PY  - 2017
SP  - 297-315
ST  - Fossil-fueled development (SSP5): An energy and resource intensive scenario for the 21st century
T2  - Global Environmental Change
TI  - Fossil-fueled development (SSP5): An energy and resource intensive scenario for the 21st century
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995917657&doi=10.1016%2fj.gloenvcha.2016.05.015&partnerID=40&md5=f3d7cce5029003645b166767ba458ca0
VL  - 42
ID  - 15
ER  - 

"
SSP,publications,reference,citation,17,van Vuuren et al. (2017)
SSP,publications,reference,type,17,journal article
SSP,publications,reference,doi,17,10.1016/j.gloenvcha.2016.10.009
SSP,publications,reference,full,17,"VAN VUUREN, D. P., RIAHI, K., CALVIN, K., DELLINK, R., EMMERLING, J., FUJIMORI, S., KC, S., KRIEGLER, E. & O'NEILL, B. 2017. The Shared Socio-economic Pathways: Trajectories for human development and global environmental change. Global Environmental Change, 42, 148-152."
SSP,publications,reference,ris,17,"TY  - JOUR
AU  - van Vuuren, D. P.
AU  - Riahi, K.
AU  - Calvin, K.
AU  - Dellink, R.
AU  - Emmerling, J.
AU  - Fujimori, S.
AU  - Kc, S.
AU  - Kriegler, E.
AU  - O'Neill, B.
DB  - Scopus
DO  - 10.1016/j.gloenvcha.2016.10.009
M3  - Editorial
N1  - Cited By :14
Export Date: 27 September 2018
PY  - 2017
SP  - 148-152
ST  - The Shared Socio-economic Pathways: Trajectories for human development and global environmental change
T2  - Global Environmental Change
TI  - The Shared Socio-economic Pathways: Trajectories for human development and global environmental change
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007451730&doi=10.1016%2fj.gloenvcha.2016.10.009&partnerID=40&md5=c533334c7cc05884f581845d43901cd1
VL  - 42
ID  - 20
ER  - 
"
SSP,publications,reference,citation,18,Marangoni et al. (2017)
SSP,publications,reference,type,18,journal article
SSP,publications,reference,doi,18,10.1038/nclimate3199
SSP,publications,reference,full,18,"MARANGONI, G., TAVONI, M., BOSETTI, V., BORGONOVO, E., CAPROS, P., FRICKO, O., GERNAAT, D. E. H. J., GUIVARCH, C., HAVLIK, P., HUPPMANN, D., JOHNSON, N., KARKATSOULIS, P., KEPPO, I., KREY, V., Ó BROIN, E., PRICE, J. & VAN VUUREN, D. P. 2017. Sensitivity of projected long-term CO 2 emissions across the Shared Socioeconomic Pathways. Nature Climate Change, 7, 113-117."
SSP,publications,reference,ris,18,"TY  - JOUR
AB  - Scenarios showing future greenhouse gas emissions are needed to estimate climate impacts and the mitigation efforts required for climate stabilization. Recently, the Shared Socioeconomic Pathways (SSPs) have been introduced to describe alternative social, economic and technical narratives, spanning a wide range of plausible futures in terms of challenges to mitigation and adaptation. Thus far the key drivers of the uncertainty in emissions projections have not been robustly disentangled. Here we assess the sensitivities of future CO 2 emissions to key drivers characterizing the SSPs. We use six state-of-the-art integrated assessment models with different structural characteristics, and study the impact of five families of parameters, related to population, income, energy efficiency, fossil fuel availability, and low-carbon energy technology development. A recently developed sensitivity analysis algorithm allows us to parsimoniously compute both the direct and interaction effects of each of these drivers on cumulative emissions. The study reveals that the SSP assumptions about energy intensity and economic growth are the most important determinants of future CO 2 emissions from energy combustion, both with and without a climate policy. Interaction terms between parameters are shown to be important determinants of the total sensitivities. © 2017 Macmillan Publishers Limited, part of Springer Nature. All rights reserved.
AU  - Marangoni, G.
AU  - Tavoni, M.
AU  - Bosetti, V.
AU  - Borgonovo, E.
AU  - Capros, P.
AU  - Fricko, O.
AU  - Gernaat, D. E. H. J.
AU  - Guivarch, C.
AU  - Havlik, P.
AU  - Huppmann, D.
AU  - Johnson, N.
AU  - Karkatsoulis, P.
AU  - Keppo, I.
AU  - Krey, V.
AU  - Ó Broin, E.
AU  - Price, J.
AU  - Van Vuuren, D. P.
DB  - Scopus
DO  - 10.1038/nclimate3199
IS  - 2
KW  - carbon dioxide
climate effect
emission
energy efficiency
environmental assessment
environmental management
future prospect
mitigation
sensitivity analysis
socioeconomic conditions
technological development
M3  - Article
N1  - Cited By :13
Export Date: 27 September 2018
PY  - 2017
SP  - 113-117
ST  - Sensitivity of projected long-term CO 2 emissions across the Shared Socioeconomic Pathways
T2  - Nature Climate Change
TI  - Sensitivity of projected long-term CO 2 emissions across the Shared Socioeconomic Pathways
UR  - https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011601766&doi=10.1038%2fnclimate3199&partnerID=40&md5=8a8651e9339cd2a50b1b69ad4912f14f
VL  - 7
ID  - 7
ER  - 

"
SSP,diagnostics,source,name,1,
SSP,diagnostics,source,link,1,
SSP,models,preamble,,,"Six alternative global IAM models were used for the quantification of the SSP baseline scenarios. For each SSP a single IAM interpretation was selected as the so-called representative marker scenario for recommended use by future analyses of climate change, its impacts and response measures. SSP was interpreted by other IAM models, leading to multiple non-marker IAM scenarios for each SSP narrative.
The six participating intitutions and the respective models:
           •        Institution: National Institute for Environmental Studies (NIES), Japan
                     Model: AIM/CGE
           •        Institution: Pacific Northwest National Laboratory, Joint Global Change Research Institute at the University of Maryland-College Park (PNNL), United States
                     Model: GCAM
           •        Institution: Netherlands Environmental Assessment Agency (PBL), Netherlands
                     Model: IMAGE
           •        Institution: International Institute for Applied Systems Analysis (IIASA), Austria 
                     Model: MESSAGE-GLOBIOM
           •        Institution: Potsdam Institute for Climate Impact Research (PIK), Germany
                     Model: REMIND-MAgPIE
           •        Institution: Fondazione Eni Enrico Mattei (FEEM), Italy
                     Model: WITCH-GLOBIOM"
SSP,models,model,name,1,AIM/CGE
SSP,models,model,version,1,2.0
SSP,models,model,name,2,GCAM
SSP,models,model,version,2,4.2
SSP,models,model,name,3,IMAGE
SSP,models,model,version,3,3.0.1
SSP,models,model,name,4,MESSAGE-GLOBIOM
SSP,models,model,version,4,1
SSP,models,model,name,5,REMIND-MAgPIE
SSP,models,model,version,5,1.5
SSP,models,model,name,6,WITCH-GLOBIOM
SSP,models,model,version,6,3.1
SSP,year,,,,2016
SSP,project,,,,Shared Socioeconomic Pathways (SSP)
SSP,keywords,keyword,,1,Shared Socioeconomic Pathways
SSP,keywords,keyword,,2,Climate change
SSP,keywords,keyword,,4,Community scenarios
SSP,keywords,keyword,,3,Mitigation
SSP,keywords,keyword,,5,Adaptation
SSP,regional coverage,region,,1,World
SSP,regional coverage,region,,2,Asia
SSP,regional coverage,region,,3,Latin America
SSP,regional coverage,region,,4,Middle East and Africa
SSP,regional coverage,region,,5,OECD90+EU
SSP,regional coverage,region,,6,Reforming Economies
SSP,time horizon,start,,,2010
SSP,,end,,,2100
